" ","Values0","Values1","Values2","Values3","Values4","Values5","Values6","Values7","Values8","Values9","Values10","Values11","Values12","Values13","Values14","Values15","Values16","Values17","Values18","Values19","Values20","Values21","Values22","Values23","Values24","ClassName"
pencil-15.gif,81882.9,21777.3,16075.2,8329.54,5909.02,5957.64,4999.61,1268.07,301.419,3020.69,2316.85,47.5584,1431.25,365.496,1132.55,925.116,697.441,512.752,628.987,37.1191,209.94,898.062,652.147,216.919,236.527,"pencil"
deer-11.gif,197254,47475.7,22869.7,2140.25,17368.2,1914.17,61274.7,14333.2,233.033,1325.88,18716.2,6080.94,1965.53,16178.5,7021.61,8796.79,7715.25,3583.05,5715.3,3239.73,5259.18,1942.26,3357,725.792,25.7732,"deer"
cup-17.gif,82333.7,9842.16,3325.53,1243.96,11882.5,7002.16,13554.9,5164.41,4315.25,4018.29,3105.66,1689.72,1133.82,3266.74,2261.7,167.023,1380.22,56.0833,680.268,230.451,182.499,460.319,1054.41,1068.26,272.397,"cup"
Misk-12.gif,57051.2,142.132,239.367,14680.1,2038.27,13583.7,2232.64,5445.59,9143.07,4766.84,6312.53,3388,1104.8,4791.03,3498.28,408.694,2867.49,2431.64,887.224,1079.93,1176.8,2261.35,535.095,1125.51,998.003,"Misk"
classic-16.gif,98021.4,28391.7,17165.5,5728.1,8237.47,8657.85,30710.8,7179.96,14566.6,4878.54,106.68,2068.8,135.143,1079.6,3158.85,3095.23,2670.5,542.503,1691.32,3668.23,523.201,952.153,1328.19,246.549,343.439,"classic"
flatfish-15.gif,29152.1,16610.2,7137.02,17745.6,9327.32,8505.39,6027.51,1432.09,1707.5,2782.6,489.832,854.799,1789.61,2882.45,3013.45,579.719,660.801,1055.86,1569.38,1687.13,1390.94,772.705,229.692,201.976,600.279,"flatfish"
lmfish-16.gif,21014.2,12904,2074.47,8346.18,3554.94,7113.46,5028.64,1807.56,250.574,335.897,1029.35,514.628,9.71627,725.24,2020.73,867.869,676.065,130.158,382.962,183.099,424.856,293.466,110.761,144.509,305.758,"lmfish"
device9-13.gif,191519,28697.9,674.361,12757.6,27319.2,2418.58,11564.1,15476.7,11647.9,25965,4009.07,8524.34,4615.68,242.306,2646.37,3562.67,477.956,2920.29,1712.43,3102.4,3220.76,1173.16,2597.37,729.149,3022.77,"device9"
Glas-19.gif,72362.2,22663.1,5651.51,3086.68,9163.77,10560.8,20715.5,3206.65,11983.7,2564.18,181.424,4250.78,1183.05,864.362,7412.79,87.0071,3074.34,576.917,369.145,1034.26,2549.03,1091.97,1653.63,202.79,2466.53,"Glas"
guitar-13.gif,68063.1,30237,9619.23,9560.41,12391.9,23110.1,20444.1,10362.1,3916.32,12156.9,4132.45,11266.1,349.889,7528.86,1966.8,524.537,1896.62,2134.13,1473.76,617.061,3827.41,593.573,2402.95,413.234,1043.4,"guitar"
sea_snake-11.gif,110358,17164.3,9263.72,2830.48,12950.1,2887.46,8250.79,7283.76,320.635,15152.7,976.899,6861,1392.29,795.913,1942.41,4442.51,1890.48,236.899,2943.7,4613.06,2355,1576.54,2001.71,38.6821,2486.32,"sea_snake"
carriage-14.gif,92710,5838.09,15149.7,1601.29,4537.37,2255.55,1881.48,2576.98,779.48,1506.61,160.985,313.383,387.011,1280.93,724.05,403.829,1180.52,354.129,553.002,1032.08,234.052,1067.91,50.2763,266.518,32.2009,"carriage"
elephant-17.gif,21882.1,6844.29,2491.32,4328.74,1628.88,7040.27,5864.37,3982.67,254.775,1626.28,3575.54,1625.42,1064.29,2037.83,448.806,407.682,432.107,250.758,560.986,173.728,287.113,7.78847,1053.65,997.099,207.562,"elephant"
device4-11.gif,277675,15948.2,10405.9,5256.75,33858,25571,12810.1,9659.84,25127.1,12464.6,2009.04,8172.88,4333.92,2740.76,4895.77,2765.39,1409.25,132.175,1575.52,1627.61,3806.32,393.206,1106.48,2547.75,3265.9,"device4"
HCircle-13.gif,12751.1,1741.16,8413.37,2648.08,6335.07,1634.96,3432.72,1534.93,5380.78,2466.88,877.757,262.118,406.767,664.94,902.337,1068.51,568.65,1053.84,616.108,1591.56,618.183,5.2405,90.0873,84.431,761.973,"HCircle"
Misk-17.gif,51856.2,9172.03,8827.17,5287.78,6079.22,5721.85,9595.54,7847.22,8246.01,7057.48,11444.8,168.484,431.596,1239.87,2357.53,879.543,2569.43,1158.38,2017.69,2439.33,206.322,2885.31,2753.34,2343.02,657.739,"Misk"
chicken-16.gif,33669.3,2298.96,8223.55,2899.64,3395.13,3005.72,820.131,2102.18,1617.56,1063.84,199.121,1042.47,1586.68,538.288,3287.55,1605.56,1010.87,1711.35,768.963,843.039,176.948,158.029,791.106,161.18,243.429,"chicken"
apple-15.gif,27891.2,8598.27,2931.09,1228.34,7724.72,13223.8,581.642,736.016,1070.14,5201.94,1369.73,1085.72,1664.87,269.646,250.571,2596.84,2899.38,1095.5,210.225,2123.93,2437.89,1051.42,574.566,501.867,1758.64,"apple"
Heart-13.gif,65732.2,4084.94,12283.7,30197.4,3290.81,5205.92,12826.1,1141.83,6976.28,8617.82,3469.59,1665.69,5723.82,4178.66,5004.43,1796.54,3380.39,1930.21,1273.14,490.311,1702.61,1390.95,47.9219,1200.9,1148.37,"Heart"
flatfish-16.gif,33557.1,21777.5,2881.58,19468.1,17542.7,9847.96,6313.17,950.814,2324.6,2478.44,2055.2,3624.15,4624.03,4265.05,2613.45,1358.18,3338.61,4179.1,3677.05,2371.33,1004.63,2020.02,2075.08,1788.55,1718.39,"flatfish"
horse-12.gif,312642,29988,15470.1,7496.41,64832.1,60968,22310.3,5172.67,26378.3,1812.31,4321.9,12593.5,1116.02,8644.94,6225.46,788.105,7372.94,1499.13,358.852,4642.44,3124.72,1724.99,619.775,1107.07,617.158,"horse"
classic-11.gif,23700.2,11368.7,6783.79,8574.98,1046.62,8496.9,5847.08,2028.73,123.586,440.867,2284.92,1758.96,1273.48,2010.81,3373.88,704.407,11.9479,62.0124,939.718,2162.7,452.274,184.409,412.571,179.633,846.429,"classic"
horse-20.gif,55985.3,8427.17,4035.87,4792.5,45.1039,8471.64,13747.7,1667.68,2996.7,1352.43,888.226,1836.82,3660.32,1901.38,1162.16,1852.54,4292.9,583.564,2283.76,157.617,2530.55,1058.64,1266.31,1819.74,2292.27,"horse"
watch-13.gif,93164.4,36624.8,28398.8,18852.2,8860.15,7309.58,15745.7,13772.7,2607.96,8147.39,1105.31,3135.44,1903.4,3782.44,588.218,1464.02,1710.16,1225.81,1035.06,722.381,596.722,1023.72,1126.93,716.281,913.268,"watch"
chicken-18.gif,68717.3,12565,11996.7,16971.8,6684.85,9683.78,1120.37,2180.3,4152.98,2670.27,2033.16,1341.15,501.26,804.781,2207.21,183.623,3157.19,1245.09,2963.95,2851.11,1391.88,635.71,73.3949,1234.8,457.754,"chicken"
fountain-18.gif,73039.1,178.481,22816.7,1992.28,4821.4,1765.92,8129.51,922.817,4731.44,502.264,1767.71,819.497,2483.44,1347.43,914.052,504.285,339.827,456.242,443.264,759.586,518.031,108.44,320.836,652.044,169.315,"fountain"
Bone-20.gif,97091.2,12220.1,6390.77,7743.47,13643.5,6568.25,22811.4,13474.8,9656.39,8926.21,1434.57,3061.62,1534.19,1877.05,8397.97,4835.93,2058.25,1704.73,4555.81,1108.66,592.721,2072.89,114.428,1891.21,998.152,"Bone"
bat-15.gif,591718,27089.7,7200.82,1017.25,86248,81805.4,50350.4,33838.8,7514.59,81303.9,3289.16,4220.59,3854.13,26943.7,18056.9,2720.81,5604.21,1451.26,5774,5675.18,631.357,5152.3,840.172,810.49,186.602,"bat"
personal_car-12.gif,77078.3,30343.7,19066.4,10517.6,2469.1,15808.8,26472.8,14646.2,6302.6,6790.61,1886.1,3783.11,728,4575.38,3016.31,927.392,2234.52,295.847,1046.04,1119.32,672.747,2124.02,611.4,449.91,1105.65,"personal_car"
lmfish-15.gif,145901,95749.7,1713.72,53217.9,33492.7,47484.6,30833.6,9370.23,1329.32,4126.75,6183.02,1939.22,1973.92,2231.09,10156.3,6126.45,2122.92,3612.32,3810.64,1329.39,3111.1,647.056,2454.78,1772.33,2098.64,"lmfish"
lmfish-14.gif,19334.2,12531.7,587.942,7303.02,4389.12,6511.19,4423.94,1454.88,224.23,520.157,909.406,355.419,217.444,352.602,1529.16,1079.81,718.056,103.386,326.319,201.917,397.883,122.009,357.97,412.114,36.9361,"lmfish"
fly-15.gif,25565.3,5152.59,2135.06,549.249,4354.1,2013.14,6318.01,1797.21,36.4439,972.402,1431.9,1279.74,1577.61,762.161,1631.47,850.327,144.972,835.947,266.943,342.404,205.172,523.052,285.767,143.898,82.0498,"fly"
spring-20.gif,23739.4,9598.08,3824.32,2591.3,374.325,3147.03,2324.97,370.287,1200.28,31.6613,180.745,516.008,1361,722.831,919.458,999.608,1259.06,28.9443,245.887,173.13,303.766,523.055,191.215,366.73,237.797,"spring"
pencil-14.gif,56955.3,35006.2,6648.8,25606.9,11364.3,2221.98,5015.24,6356.13,3515.68,855.17,2987.9,2434.95,323.722,2222.9,1611.02,1029.22,360.758,326.353,232.652,334.947,1447.32,1602.88,1123.35,393.103,122.105,"pencil"
brick-15.gif,84974,2608.3,20926.4,2008.39,3654.54,2405.16,4598.06,5925.59,3044.26,295.521,3499.16,531.903,243.219,516.969,1113.89,617.794,1063.39,613.425,194.753,547.62,525.303,584.727,286.764,369.984,748.727,"brick"
hammer-16.gif,58717.6,1204.94,319.963,574.149,6642.07,10012.5,1163.16,1722.93,1604.67,4954.35,1160.65,709.191,579.752,1467.28,1041.85,1074.58,524.803,645.521,553.529,110.753,729.119,92.8312,36.6469,863.463,354.525,"hammer"
spoon-12.gif,54433.5,2411.12,7703.23,130.696,13260.4,11926.7,960.282,3445.67,233.539,2155.55,3102.97,155.129,1022.57,104.06,1987.7,1954.42,22.5812,136.336,53.9498,1067.23,1190.91,22.5366,144.528,141.635,758.262,"spoon"
device9-17.gif,170319,18030.8,3174.33,7553.65,37645.5,12123.5,39938.9,24402.1,9000.86,7468.96,13606.6,5243.99,5912.7,3020.77,926.069,121.742,3773.59,4226.4,133.299,2513.81,3832.73,1952.82,1601.37,1042.55,4667.78,"device9"
pocket-17.gif,30464.2,4729.02,4729.57,827.014,1939.28,2060.41,2843.35,899.16,4249.62,2283.2,226.636,873.264,542.958,1063.17,1244.51,950.499,964.634,1301.96,950.61,69.491,3.12507,1669.87,541.933,1299.41,483.785,"pocket"
device0-13.gif,210608,27136.5,1327.7,9421.04,31193.8,316.115,27529.5,400.718,14381.1,1335.98,9511.16,2510.37,1901.64,2115.28,3875.43,1389.79,3929.47,1706.98,986.299,293.857,3141.92,53.2748,358.551,305.772,2307.35,"device0"
device6-20.gif,210381,14050.5,7793.91,12928,27933.3,10345.8,13725.6,7919.15,4539.36,24658.2,4244.67,4664.65,1266.81,1094.1,5711.64,5319.71,1794.81,1271.29,1056.4,5685.04,911.366,1795.31,58.2753,804.214,1874.06,"device6"
brick-12.gif,89759.2,21873.8,5358.52,5424.66,10158.4,4375.56,7648.92,7008.32,593.505,1511.2,1303.33,603.745,463.373,2306.17,1984.46,301.853,1333.35,874.559,105.26,261.398,145.367,232.252,205.053,177.365,27.3224,"brick"
device4-16.gif,226633,1280.6,21587.6,10400.6,26114.4,2716.94,34217.2,3512.23,20423.9,12228.7,405.293,6929.67,1467.77,5088.24,3678.68,3276.65,4334.14,4069.06,1820.04,4369.31,2530.95,4078.42,1110.91,2138.81,2828.57,"device4"
fountain-15.gif,73280,1246.3,22662.8,2198.1,3913.51,1731.04,8054.87,768.51,5221.85,1159.48,494.263,159.913,1094.91,1715.36,158.54,828.408,501.179,478.691,293.471,503.185,109.927,90.1053,727.64,160.825,212.891,"fountain"
pocket-16.gif,22092.1,10662.6,6723.67,301.137,963.833,4977.22,1717.57,4383.93,2099.4,4295.1,3533.78,888.919,465.494,432.94,596.711,1482.32,693.401,867.034,1103.36,1183.86,186.686,140.998,510.408,704.605,316.18,"pocket"
fork-18.gif,285309,56885.9,34896.7,5645.8,25158.8,25444.4,45424.3,18173.9,13754.8,9628.26,15805.2,7238.24,2533.93,5239.17,9937.55,2068.25,8752.55,2287.29,2615.33,5311.65,104.322,2644.71,43.1641,4688.48,1731.89,"fork"
classic-14.gif,195624,130381,3235.16,88890,79335.2,34111.1,1011.93,21610.5,9228.16,15439.1,101.651,4758.05,9867.41,9081.99,154.622,2173.52,729.294,7918.26,18270.9,18421.9,3233.7,8238.51,9868.1,6798.25,1966.51,"classic"
chopper-15.gif,88308.7,1469.57,9581.64,1264.16,11728.5,6394.42,3061.57,5167.24,6075.22,1341.39,2966.41,406.314,259.271,591.604,2891.51,1069.18,163.202,918.236,908.531,92.1624,1544.48,926.152,255.802,504.652,945.068,"chopper"
cattle-18.gif,51501.1,29576,10311.3,24900,7745.16,6535.35,11874.7,7190.1,3208.56,7085.4,1432.93,1333.77,1208.56,1402.46,2818.13,3873.39,3807.26,2176.95,1097.5,1457.99,3204.29,3031.13,1244.73,3.66941,938.196,"cattle"
device4-14.gif,236378,8849.49,15815.9,14983.7,30511.1,53657.5,6629.32,3402.01,11927.4,12544.4,8594.68,4864.96,6328.66,14871.2,7514.39,1610.06,6715.13,1232.03,99.6519,1926.61,1251.55,3427.92,173.766,2064.57,29.702,"device4"
tree-11.gif,51228.5,4285.21,4806.13,623.554,12255.1,13649.1,2797.99,1096.16,577.978,1346.31,3561.32,260.049,765.818,790.869,3291.69,1569,577.173,86.2085,1504.71,782.226,9.13311,324.757,164.765,291.714,970.049,"tree"
fish-15.gif,5989.07,4715.75,1666.4,1374.13,2795.93,2428.05,1878.7,626.67,555.157,1038.23,90.4225,420.373,1020.38,1580.25,1780.16,296.157,311.467,429.316,543.197,567.74,218.685,128.808,44.5435,8.99994,7.47103,"fish"
hammer-15.gif,59427.1,16385.8,3906.4,231.496,5250.06,3338.61,1148.85,2005.29,1926.92,4194.77,1782.17,1368.53,1197.3,238.912,1437.01,511.853,269.462,220.295,300.84,428.01,416.496,11.935,25.3109,30.8259,545.153,"hammer"
fountain-20.gif,71858,2908.59,22788.9,2616.37,3764.34,3437.5,7402.58,1442.95,4761.13,1387.22,273.426,17.4057,331.767,1291.05,414.853,553.499,230.286,507.166,790.355,33.7517,39.2932,192.542,684.699,551.606,112.041,"fountain"
watch-19.gif,106832,62063.2,14426.6,36190.1,6692.91,18738.8,23995.6,13831.3,499.733,4978.55,1608.53,251.331,2302.89,5062.58,3424.83,2770.39,1651.95,948.195,756.913,1611.51,972.603,161.309,1077.61,69.9001,2005.66,"watch"
truck-13.gif,97176.7,42561.7,11018.5,7456.91,7041.08,2021.85,155.116,847.345,48.383,1098.47,629.822,290.635,159.755,624.685,784.021,344.064,173.417,208.451,406.251,182.831,70.5917,125.622,223.815,281.153,94.2617,"truck"
dog-19.gif,165350,56037.9,4956.87,8807.92,4447.42,8713.82,17047.2,3701.37,15760.7,3886.09,761.049,15649.2,3576.1,7360.18,3863.23,7967.77,5432.24,1931.91,2960.7,3196.17,2661.76,3844.61,5896.71,580.008,4697.96,"dog"
teddy-13.gif,60176.6,4444.95,15810.8,1135.23,343.392,4859.86,1106.89,5738.37,2923.66,3271.22,2454.4,1452.83,301.287,1853.47,815.469,2155.01,74.7096,269.388,493.574,1242.28,1209.05,557.089,197.068,79.893,81.861,"teddy"
bell-15.gif,31950.2,11832.5,2430.54,561.402,1216.59,9154.5,6319.21,5439.46,6879.38,3384.59,602.366,2607.06,1989.71,1695.95,4648.49,2887.82,53.1893,1548.14,378.543,28.0326,623.005,384.309,257.044,908.781,1490.34,"bell"
truck-17.gif,97110.7,42745.2,10825,7490.2,6815.76,2202.53,277.373,737.404,513.044,1493.55,783.994,181.359,52.4329,718.392,660.622,274.823,371.412,134.236,430.203,382.847,34.0384,3.62327,300.947,193.501,96.2109,"truck"
lizzard-11.gif,60230.2,5836.02,1214.74,304.429,5226.79,3229.99,20659.5,7827.62,4730.3,2175.08,3049.52,2327.06,1028.55,4480.75,2936.79,1305.83,1579.49,440.965,927.417,414.449,852.532,1676.75,1318.53,1898.37,189.172,"lizzard"
